inferred_ATLAS-OF-PATHS12,Entity has description Description is of
inferred_ATLAS-OF-PATHS26,has member first Pathway surveillance Path Stage Agent
inferred_ATLAS-OF-PATHS17,Path is theme of Theme has
inferred_ATLAS-OF-PATHS23,is nearby point of interest has Path Stage Point Of Interest
inferred_FRBR-EXT1,is a transformation of expression supplements referential successor to revision independent part has dependent an abridgement referentially related translation arrangement summary imitation Expression complements autonomously adaptation
inferred_FRBR-EXT4,Item has part item is a reconfiguration of reproduction related to
inferred_FRBR-EXT5,Manifestation is related to manifestation part of has
inferred_FRBR-EXT3,is a sucessor to work complements an alternative manifestation Endeavour transformation of referentially Work reproduction supplements related imitation
inferred_FRBR-EXT2,is a summary of work dependent part has autonomously related to referentially supplements independent adaption referential successor Work
inferred_VIAF5,Name Authority Cluster X Ref4xx xref4xx In has Xref4xx
inferred_VIAF1,abbreviation Authority Agency
inferred_VIAF4,Established Heading Name Authority Cluster has Form established In
inferred_VIAF2,name Authority Agency
inferred_VIAF7,X Ref5xx Name Authority Cluster xref5xx In has Xref5xx
inferred_VIAF3,Authority Agency originates In Heading
inferred_VIAF6,Name Authority Cluster was Created By clusters Agency
inferred_OCSA5,Accessibility Admission Admitted users
inferred_OCSA1,Automation Availability Condition of use
inferred_OCSA4,Service Is available for
inferred_OCSA2,Free admission Admission
inferred_OCSA7,Duration Condition of use
inferred_OCSA3,Equipment Service By means of
inferred_OCSA6,Has staff member Staff
MODS21,MODS - A Resource Subject Temporal
MODS5,MODS - A Resource subject Role (unbound)
MODS15,Location - URL Physical Shelf Locator MODS Copy A Resource
MODS10,Identifier Group - Type identifier Value MODS Typed A Resource
MODS20,MODS - A Resource Complex Subject
MODS4,place Of Origin Geographic Subject - Code MODS A Resource
MODS14,part Order Part
MODS1,Related item - Series Referenced By Preceding Instantiation Review Statement of Responsibility Edition MODS Cartographic Information media Type note Item Original Host Suceeding issuance Cartographics frequency Physical Extent Other Format Constituent Reference A Resource Version
MODS11,Cartographics - Scale Projection MODS Cartographic Information Coordinates
MODS23,Topic MODS - A Resource Subject
MODS7,MODS - Location Copy -- Sublocation Enumeration And Chronology Shelf Locator Supplement Index Form Note Basic Electronic
MODS17,Role Relationship - Name MODS A Resource
MODS2,subject Name name Principal MODS - A Resource Publisher
MODS12,Part - Unit part End List Name Start Detail Type MODS A Resource Number
MODS22,Subject - Occupation MODS A Resource
MODS6,genre Subject - Genre MODS A Resource Form
MODS16,Classification Group - Scheme Value MODS A Resource
MODS3,title Title - Uniform Principal Subject MODS A Resource
MODS13,part Level Total Part
MODS8,abstract digital Origin Table of Contents identifier Access Condition MODS - A Resource target Audience Physical Form
MODS18,Note Group NoteGroup - Type MODS Typed Value A Resource
MODS9,Record Description Standard admin Metadata MODS - A Resource Admin Origin Content Source record Identifier
MODS19,Subject - Hierarchical Geographic MODS A Resource
OAENTRY2,has former work Influence conceived
OAENTRY1,is Described By conceived by means of Influence former work
inferred_CIDOC-CRM60,was born brought into life Person died in Death father for from by mother has parent Birth death of gave birth is
inferred_CIDOC-CRM48,was observed in is dimension of maximum duration Thing Dimension Measurement had at most Time-Span least has minimum
inferred_CIDOC-CRM54,assigned Identifier Assignment was deassigned by
inferred_CIDOC-CRM32,Destruction was destroyed by Physical Thing
inferred_CIDOC-CRM51,has temporal projection Time-Span during falls within Spacetime Volume Presence contains
inferred_CIDOC-CRM37,was measured by observed dimension Dimension Measurement CRM Entity
inferred_CIDOC-CRM61,has created identifies Conceptual Object was by is identified Creation Appellation
inferred_CIDOC-CRM49,is unit of Measurement Unit has Dimension
inferred_CIDOC-CRM55,Identifier Assignment has preferred identifier CRM Entity is of deassigned
inferred_CIDOC-CRM33,was influenced by classified motivated Type CRM Entity Assignment Activity is exemplified
inferred_CIDOC-CRM50,begin of the end Time-Span
inferred_CIDOC-CRM36,was created by Type CRM Entity based on type Creation supported creation
inferred_CIDOC-CRM62,is translation of has Language Linguistic Object language
inferred_CIDOC-CRM56,Physical Thing Identifier Assignment carries is composed of was used in forms part carried by constituent Symbolic Object
inferred_CIDOC-CRM18,at was a presence of place Time-Span had Spacetime Volume Place Presence time-span
inferred_CIDOC-CRM30,Physical Thing forms part of has condition consists is Condition State
inferred_CIDOC-CRM29,Physical Thing concerned Condition Assessment was assessed by identified State has
inferred_CIDOC-CRM53,identifies is identified by Time-Span Time Appellation
inferred_CIDOC-CRM9,Physical Thing Acquisition changed ownership through transferred title to from Actor surrendered acquired
inferred_CIDOC-CRM35,is about Propositional Object component of has subject refers to CRM Entity referred by
inferred_CIDOC-CRM19,moved from by was destination of to Move Physical Object Place origin
inferred_CIDOC-CRM57,Symbolic Object Information incorporates is incorporated in
inferred_CIDOC-CRM31,Section Definition defines section Physical Thing has definition
inferred_CIDOC-CRM28,Physical Thing Acquisition Actor Place has former or current owner is keeper of provides reference space for transferred custody occupied by Period location section took place on within through title occupies located Transfer Custody forms part at rest relative to composed
inferred_CIDOC-CRM8,has right on Legal Object applies to Actor Right held by
inferred_CIDOC-CRM52,has note beginning is qualified by number of parts Dimension place defined ongoing throughout end Time-Span value at some time within CRM Entity Physical Object Place
inferred_CIDOC-CRM34,assigned attribute to CRM Entity was attributed by Attribute Assignment
inferred_CIDOC-CRM47,Physical Thing diminished was removed by Part Removal Man-Made
inferred_CIDOC-CRM21,exemplifies Type has type CRM Entity defines typical parts of is Activity wholes for narrower term used object general technique broader
inferred_CIDOC-CRM1,custody received by surrendered through Transfer of Custody Actor
inferred_CIDOC-CRM15,has current location permanent is of Move Physical Object moved Place currently holds
inferred_CIDOC-CRM42,Modification Physical Thing employed is incorporated in Material consists of
inferred_CIDOC-CRM24,Title is title of has Man-Made Thing
inferred_CIDOC-CRM38,identifies has alternative form CRM Entity is identified by Appellation
inferred_CIDOC-CRM10,curated was by Curation Activity Actor has current or former curator is of Collection
inferred_CIDOC-CRM4,Formation was formed by participated in Group has from
inferred_CIDOC-CRM46,Physical Thing added Part Addition was augmented by Man-Made
inferred_CIDOC-CRM20,Physical Thing witnessed consists of forms part Period Place took place at
inferred_CIDOC-CRM14,Place Appellation identifies is identified by
inferred_CIDOC-CRM43,depicts is depicted by was produced CRM Entity Production has Physical Man-Made Thing
inferred_CIDOC-CRM25,was used for use of Thing features are also found on Type shows Activity had as general specific object
inferred_CIDOC-CRM39,CRM Entity is listed in Authority Document lists
inferred_CIDOC-CRM5,was dissolved by Dissolution Group
inferred_CIDOC-CRM11,left by lost member Actor separated from Leaving Group
inferred_CIDOC-CRM45,has representation CRM Entity Visual Item represents shows visual item is shown by Physical Man-Made Thing
inferred_CIDOC-CRM23,was intention of intended for Type use Activity Man-Made Thing made
inferred_CIDOC-CRM17,falls within is temporal projection of overlaps with spatial Time-Span contains Spacetime Volume Place separated from has
inferred_CIDOC-CRM3,Actor identifies is identified by Appellation
inferred_CIDOC-CRM59,Event transformed was by Transformation End of Existence Beginning brought into existence taken out resulted from present at took Persistent Item in occurred the presence
inferred_CIDOC-CRM40,CRM Entity Document documents is documented in
inferred_CIDOC-CRM26,Event had participant was purpose of participated in Actor Activity specific
inferred_CIDOC-CRM6,has current or former member Actor is of Group
inferred_CIDOC-CRM12,Joining was joined by with Actor gained member Group
inferred_CIDOC-CRM44,was used by foresees use of foreseen is associated with specific technique Activity Material Design or Procedure
inferred_CIDOC-CRM22,was purpose of carried out by continued had general Type motivated CRM Entity Actor Activity performed type object used in technique
inferred_CIDOC-CRM58,is started by occurs before includes overlaps in time with overlapped time-span of has equal to finishes meets Time-Span starts finished during Temporal Entity after met
inferred_CIDOC-CRM2,has contact point Actor provides access to Contact Point
inferred_CIDOC-CRM16,Physical Object is found on bears feature Feature
inferred_CIDOC-CRM41,Modification has modified was by Material employed in Physical Man-Made Thing
inferred_CIDOC-CRM27,was assigned by Type classified CRM Entity Assignment
inferred_CIDOC-CRM13,falls within has current or former residence borders with is of contains overlaps Actor Place
inferred_CIDOC-CRM7,Legal Object is subject to Actor Right possessed by possesses
inferred_FRBR-OO35,E2 Temporal Entity recorded Recording Event was through
inferred_FRBR-OO9,Nomen Use Statement has related use is for
inferred_FRBR-OO29,Utilized Information Carrier was produced by Publication Expression is carried carries Production Event
inferred_FRBR-OO30,was produced by Publication Expression things of type used as source material Carrier Production Event Manifestation Product Type
inferred_FRBR-OO18,assigned Expression Creation is representative manifestation singleton for Manifestation Singleton Representative Assignment was created by
inferred_FRBR-OO34,Recording created Event Work realises was through
inferred_FRBR-OO8,is example of has Item Manifestation Product Type
inferred_FRBR-OO28,created a realization of Publication Event Expression was realised through Work
inferred_FRBR-OO31,Publication Event Expression should carry be carried by created Manifestation Product Type
inferred_FRBR-OO19,Work Expression Creation Manifestation Singleton created was realised through
inferred_FRBR-OO37,forms part of E90 Symbolic Object Identifier consists
inferred_FRBR-OO32,recorded aspects of E18 Physical Thing Recording Event had through
inferred_FRBR-OO36,Identifier assigned to Assignment E1 CRM Entity was by
inferred_FRBR-OO33,Recording Event Work was realised through created a realization of is in
inferred_FRBR-OO12,was named by Nomen Use Statement warrants E1 CRM Entity is warranted Name Activity
inferred_FRBR-OO26,Work Complex created a realization of Expression Creation is derivative realises has successor member Self-Contained logical
inferred_FRBR-OO6,should be dimension of have Manifestation Product Type E54 Dimension
inferred_FRBR-OO40,realises is realised in Performance Plan Work performed
inferred_FRBR-OO17,Pursuit used to use language has nomen Nomen Use Statement E56 Language is of in was by
inferred_FRBR-OO23,was assigned by Work Complex Expression to Representative Assignment has member
inferred_FRBR-OO3,is fictional member of has based on Character E39 Actor
inferred_FRBR-OO13,E41 Appellation Name Use Activity was name used by
inferred_FRBR-OO27,Work Conception was initiated by
inferred_FRBR-OO7,Manifestation Product Type should consist of be incorporated in E57 Material
inferred_FRBR-OO41,Reproduction Event was produced by reproduced has reproduction is of E84 Information Carrier
inferred_FRBR-OO16,Nomen Use Statement is intended for target audience in was context Name Activity E74 Group used membership
inferred_FRBR-OO22,has representative manifestation singleton Expression Creation was assigned by Manifestation Singleton Representative Assignment Fragment is fragment of created
inferred_FRBR-OO2,E30 Right applies to subject Manifestation Product Type
inferred_FRBR-OO44,should have number of parts has content Nomen Manifestation Product Type
inferred_FRBR-OO10,Script Conversion uses script conversion Nomen Use Statement is used in
inferred_FRBR-OO38,Identifier Rule was the rule used in Assignment
inferred_FRBR-OO24,Work has representative expression Expression is realised in component of Self-Contained for
inferred_FRBR-OO42,has validity period KOS specifies Nomen Use Statement is of E52 Time- Span specified by
inferred_FRBR-OO4,is basis for Character right held by on E39 Actor Manifestation Product Type
inferred_FRBR-OO15,E1 CRM Entity had typical subject Pursuit was of
inferred_FRBR-OO21,performed carried out by Representative Manifestation Assignment Expression Bibliographic Agency
inferred_FRBR-OO1,assigned should be composed of Representative Manifestation Assignment Expression was by has rep manifestation product type may form part comprises carriers provided is for Product Type
inferred_FRBR-OO11,Nomen is stated as nomen in Use Statement states
inferred_FRBR-OO39,E89 Propositional Object Performance Plan included performed version of was in had a through
inferred_FRBR-OO25,is realised in Individual Work realises Self-Contained Expression
inferred_FRBR-OO43,E29 Design or Procedure has issuing rule is of Serial Work
inferred_FRBR-OO5,was kind of context for E55 Type Nomen Use Statement has nomen form should have type is in be Name Activity occured Manifestation Product
inferred_FRBR-OO14,named Nomen Use Statement is thema of E1 CRM Entity Name Activity refers to
inferred_FRBR-OO20,assigned to Manifestation Singleton Representative Assignment Expression carried out by Bibliographic Agency was
inferred_VIR9,IC9 Representation has personification IC11 Personification
inferred_VIR8,Representation K34 illustrate E73 Information Object is illustrated by
inferred_VIR6,is visual prototype of forms part connoted by K23 connote composed Representation has
inferred_VIR10,E22 Man- Made Object is recto of IC19 Recto verso IC20 Verso has front back K8i
inferred_VIR3,is depiction of attribute Iconographical Attribute depict things type E55 Type
inferred_VIR7,is present in K24 portray portrayed by Representation Character
inferred_VIR11,E18 Physical Thing IC12 Visual Recognition has status assigned by E36 Item was K1 denotes Assigned to
inferred_VIR2,is attribute of Iconographical Attribute Representation has
inferred_VIR4,PCK4 is visual prototype of E55 Type K4 1 prototypical model
inferred_VIR12,E89 Propositional Object E18 Physical Thing is denoted by source of On the base Character
inferred_VIR1,has been used by Iconographical Attribute use feature E12 Production
inferred_VIR5,Iconographical Attribute K14 symbolize is abstraction of K25 express E90 Symbolic Object Representation K14i has symbolic value
LAWD8,conjunct Of Evidentiary Item Citation has
LAWD9,Observation qualified Association Observer Role
LAWD7,Collation Item witness Siglum
LAWD2,Citation reuse In Text Reuse
LAWD11,has Attestation
LAWD6,Agent responsible For
LAWD3,Citation represents represented By Written Work
LAWD10,reading Type Reading
LAWD5,origin where found At Place
LAWD4,Conceptual Work Written embodies
LAWD1,Citation reuse From Text Reuse
LAWD12,has Name
inferred_ARCO_full231,Construction Unit cell validity is measurement collection of Cultural Property Soil Measurement has volumetric dimensions
inferred_ARCO_full17,has concept is classified by taxon author and date of Concept classifies
inferred_ARCO_full166,Outcrop type has
inferred_ARCO_full59,Archaeological Property is sex interpretation of Sex has Cultural Entity estimated
inferred_ARCO_full128,position in sequence Cultural Property Component
inferred_ARCO_full8,Technical Characteristic characteristic qualification has technical caracteristic is of
inferred_ARCO_full305,is mode of irrigation has Water system Mode
inferred_ARCO_full89,has activity sponsor operator responsible Archaeometric and diagnostic survey Agent
inferred_ARCO_full287,Subspecies Species has direct lower rank
inferred_ARCO_full363,Roofing type has
inferred_ARCO_full219,application date Application
inferred_ARCO_full257,has writing system Writing Element affixed on cultural property is of
inferred_ARCO_full100,Inspection has activity responsible Agent
inferred_ARCO_full71,has host individual Cultural Entity Host is of
inferred_ARCO_full205,Construction Vertical element has vertical is of load bearing
inferred_ARCO_full152,is taxon produced by Bibliography has bibliography type specimen identification Taxon Cultural Entity Type Laboratory test consequence Specimen produces of
inferred_ARCO_full23,is type of geographical context Cultural Property Type geographic has
inferred_ARCO_full182,Eligible intervention has eligible is by Urban planning instrument
inferred_ARCO_full331,Geochronological Era has direct lower rank Period
inferred_ARCO_full319,has design Use function use Construction space significant iconographic information
inferred_ARCO_full95,is profession of Profession has Agent
inferred_ARCO_full357,Roof has roof structure is of type
inferred_ARCO_full263,has cultural scope is of Authorship Attribution Cultural Scope
inferred_ARCO_full45,has realization Cultural Entity construction company author is of Organization Agent property
inferred_ARCO_full134,refers to surveys has survey method diagnosis Survey Paleopathology
inferred_ARCO_full300,has Harvesting Motivation motivation Specimen harvesting is
inferred_ARCO_full234,Measurement Type is measurement type of has
inferred_ARCO_full163,has mineral deposit Mineral is of Geological context
inferred_ARCO_full12,satisfies technical description Cultural entity Technical concept status of cultural is satisfied by uses
inferred_ARCO_full252,is ornamental motif of Ornamental Motif Iconographic or Decorative Apparatus has
inferred_ARCO_full74,is activity responsible of Activity has sponsor operator Agent
inferred_ARCO_full105,Hornbostel-Sachs definition edition classification number
inferred_ARCO_full282,Reliability Photo interpretation and rendering is reliability of has
inferred_ARCO_full328,Chronostratigraphic Stage has direct lower rank System Series
inferred_ARCO_full334,Geochronological Epoch Period has direct lower rank
inferred_ARCO_full187,Cultural property cataloguing category has cultural Property is of
inferred_ARCO_full200,lays on soil has foundation Soil Foundation is of Building
inferred_ARCO_full26,has RFId identifier note is of Identifier
inferred_ARCO_full157,Bibliography has bibliography Alternative musical instrument classification author Agent taxon
inferred_ARCO_full68,Cultural Property Availability has cultural property availability Entity is of
inferred_ARCO_full119,Cataloguing or Digitization Campaign has status
inferred_ARCO_full228,Soil has type tyoe
inferred_ARCO_full266,Archaeological excavation has tomb is of Tomb
inferred_ARCO_full131,Label graphic symbols Cultural Entity is label of body transcript handwriting has heading Specimen
inferred_ARCO_full40,Cultural Entity Characteristic is cultural entity characteristic of has
inferred_ARCO_full352,has cultural institute or site specification is definition of type cultiral Cultural Institute Or Site Specification Definition
inferred_ARCO_full90,is archaeometric diagnostic survey type of Archaeometric and has
inferred_ARCO_full230,is climate situation of has Climate Measurement collection Environment measurement
inferred_ARCO_full129,Collection Membership is Member Of Cultural Property Entity cultural property value collection unit inventory identifier leaving reason member of
inferred_ARCO_full58,Change of availability Cultural Entity has change is
inferred_ARCO_full167,iss geological context of has Time Indexed Typed Location Geological
inferred_ARCO_full16,Biological taxon Subspecies is subspecies in
inferred_ARCO_full88,has edition is editor of Title title author time Agent Edition secondary
inferred_ARCO_full304,is governamental administrative area of has Governamental Administrative Area Address
inferred_ARCO_full9,has technique Pollen sample Technical Characteristic
inferred_ARCO_full286,Species has direct higher rank lower Genus
inferred_ARCO_full362,has direct higher rank Inorganic class subclass
inferred_ARCO_full256,is support of Element affixed on cultural property has Support
inferred_ARCO_full218,is agency protocol of has Iccd Application Protocol iccd
inferred_ARCO_full70,is close individual of Close Cultural Entity has
inferred_ARCO_full101,synonym keyword position on cultural property expiry date use function edition location note specifications manufacturing report transcript Iconclass Code institute or site identifier ICCD Use Archaeometric and diagnostic survey Edition acronym description local Identifier Cultural Institute Or Site
inferred_ARCO_full204,Room numbero of rooms Floor has part
inferred_ARCO_full22,has cultural institute or site is type of Cultural Institute Or Site
inferred_ARCO_full153,Type specimen identification has type of is for
inferred_ARCO_full330,Geochronological Age has direct lower rank Subage
inferred_ARCO_full183,Export import certification Cultural Property Entity has export/import is export office of Agent
inferred_ARCO_full356,Flooring type has flooring layout is of
inferred_ARCO_full94,has attributed author Preferred Authorship Attribution intervention Agent
inferred_ARCO_full318,maximum altitude Altitude refers to floor or level relative Construction design
inferred_ARCO_full262,Role is intervention role in of has Authorship Attribution Agent
inferred_ARCO_full135,has coordinates Geometry latitude longitude Coordinates
inferred_ARCO_full44,identifier name is construction company of Organization Cultural property realization acronym
inferred_ARCO_full301,has territorial division is historical area of Address Administrative order number Unit Component
inferred_ARCO_full235,has value is of Value Measurement
inferred_ARCO_full13,Biological taxon has biological is of
inferred_ARCO_full162,Use type is use of has
inferred_ARCO_full253,is iconographic or decorative apparatus type of Iconographic Decorative Apparatus has Or Type
inferred_ARCO_full104,SEC Category has category Current Inventory
inferred_ARCO_full75,has event organiser is agent related to cultural of Cultural Event Agent time and location
inferred_ARCO_full283,Anomaly type has anomaly origin is of Photo interpretation and rendering
inferred_ARCO_full329,Geochronological Epoch has direct lower rank Age
inferred_ARCO_full186,Cultural Property has cultural property residual Residual number of parts is
inferred_ARCO_full335,Unit cell Crystallographic characteristic has point group is space of unit crystal system crystallographic Inorganic species class
inferred_ARCO_full201,Foundation has type
inferred_ARCO_full118,name identifier Cataloguing or Digitization Campaign
inferred_ARCO_full69,Detection Method Cultural Entity is detection method of has
inferred_ARCO_full156,Window type Shading device is shading of has fanlightPresence
inferred_ARCO_full27,Subject has subject is of
inferred_ARCO_full267,Cultural Property at Time Survey Interval Entity is survey on has scientific director of Agent technical documentation
inferred_ARCO_full229,has soil description Soil is environment of Time Indexed Typed Location Measurement collection Environment measurement
inferred_ARCO_full41,Location is location of Cultural Entity stratigraphic area has room square
inferred_ARCO_full130,Collection Membership is Member Of has estimate Movable Cultural Property Estimate
inferred_ARCO_full91,Collection Membership has collector collection is in of Agent identifier Cul Ent
inferred_ARCO_full353,has component is of Archival subseries fonds series
inferred_ARCO_full164,Mineral deposit has type
inferred_ARCO_full15,is genus in Biological taxon Genus
inferred_ARCO_full233,has measurement is volumetric dimensions in Measurement collection
inferred_ARCO_full349,additional form identifier describes is type of Cultural Property Additional responsible agent Entity has related to Agent
inferred_ARCO_full307,Water availability is water of system has
inferred_ARCO_full361,Geologic subclass has direct higher rank class
inferred_ARCO_full285,Genus has direct lower rank Family genus number
inferred_ARCO_full73,has minter in mint is issuing state issuer Agent State Coin issuance
inferred_ARCO_full102,provenance cultural property inventory description relevant legal act method of insertion RCS reason Current Inventory
inferred_ARCO_full255,Label Element affixed on cultural property Font style has font is of
inferred_ARCO_full21,is referred location type of Location Type Time Indexed Typed has Cadastral identity
inferred_ARCO_full150,is taxon of has classified by original Taxon Specimen direct lower rank higher current
inferred_ARCO_full249,has element affixed to cultural property is agent referred by Cultural Property description on Entity technical status transcript italian translation refers author Technical of entity occurrences Agent Element
inferred_ARCO_full207,Vertical element type has
inferred_ARCO_full333,Chron has direct lower rank Geochronological Subage
inferred_ARCO_full180,Cartographic classification cartographic symbol identifier has is of
inferred_ARCO_full299,is harvesting method of Harvesting Specimen has
inferred_ARCO_full355,has derivated work type Derivated is of author Agent location
inferred_ARCO_full97,User social category has user Agent
inferred_ARCO_full136,District number Type of geographic context has type geographical
inferred_ARCO_full47,is sample collected type of Sample has
inferred_ARCO_full178,Cartographic classification is thematic category of has Thematic
inferred_ARCO_full261,Agent is agent role of has Intervention Organization Role
inferred_ARCO_full302,is territorial division of Cultural Property cultural property address Entity Address Administrative Unit Component
inferred_ARCO_full10,Cultural Property has technical status is included in Technical of cultural entity Characteristic includes characteristic
inferred_ARCO_full161,has use type specification Use is of
inferred_ARCO_full278,Recurrent time period has measurement unit value event situation series before next is of recurrent Event Or Situation Time
inferred_ARCO_full236,Reflectance is reflectance of has internal reflection Measurement collection Metallic specimen measurement
inferred_ARCO_full107,strip run/frame number Photographic documentation caption
inferred_ARCO_full76,is update scientific revisor of responsible agent immediate previous version Agent director has official in charge cataloguing digital transcription research and compilation Catalogue record operator agency or person
inferred_ARCO_full149,Bibliography has category
inferred_ARCO_full38,is characteristic of Characteristic has
inferred_ARCO_full250,Affixed element type is affixed of Element on cultural property has
inferred_ARCO_full199,has part Architectural ensemble Building
inferred_ARCO_full280,has recurrent time period Recurrent event situation series unifying factor is member of Event Or Situation Common Unifying
inferred_ARCO_full185,Cultural Property Category has cultural property category is of name
inferred_ARCO_full336,Lithostratigraphic Formation Member has direct lower rank
inferred_ARCO_full155,Laboratory test has laboratory type is of
inferred_ARCO_full24,is estimate of estimated value has Estimate
inferred_ARCO_full202,Construction original element is construction of has
inferred_ARCO_full42,Archaeological Property Location has finding context sample collected stratigraphic area room Finding Sample square archaeological site identifier anthropological material morphology
inferred_ARCO_full133,describes cultural property record identifier Cultural Entity has responsible agent reference project Catalogue Agent
inferred_ARCO_full264,Archaeological excavation area room square has activity responsible Agent survey scientific director archaeological local identifier ICCD
inferred_ARCO_full92,has copyright holder is in of expiry date Agent Copyright
inferred_ARCO_full350,is cultural property definition of has specification Cultural Type Property Specification type Entity Definition
inferred_ARCO_full14,Biological taxon Species is species in
inferred_ARCO_full165,Outcrop is outcrop of Geological context has
inferred_ARCO_full232,Measurement collection Wood sample has measurement
inferred_ARCO_full306,description Water system
inferred_ARCO_full348,has conservation status Cultural Property Entity is legibility of Conservation Status Type type Legibility
inferred_ARCO_full360,has reference catalogue Reference Copy is of
inferred_ARCO_full284,Survey image type has survey identifier Photo interpretation and rendering is of Image
inferred_ARCO_full103,has SEC identifier Current Inventory Identifier
inferred_ARCO_full72,is authority file cataloguing agency of has Archaeological field survey user related agent Agent author ICCD identifier contacts inventory responsible secondary for insertion local activity Preparatory or final work to Catalogue property record Current Inventory address date historical Biographical Information scientific director cultural
inferred_ARCO_full254,Cultural Property is functional purpose of has Iconographic or Decorative Apparatus Functional Element affixed on cultural property
inferred_ARCO_full151,Classification system Taxon refers to classification is of Concept
inferred_ARCO_full20,Situation Time Interval at involves agent has situation is of Agent
inferred_ARCO_full206,Vertical element has architectural order is Architectural
inferred_ARCO_full248,Privacy level Access profile is access of has privacy reason expiry date Catalogue record
inferred_ARCO_full181,Cultural Property Entity is issuing agency of Agent has urban planning instrument Urban
inferred_ARCO_full332,Eon has direct lower rank Geochronological Era
inferred_ARCO_full298,Entity is specimen harvesting of Specimen has
inferred_ARCO_full96,has attributed author Alternative Authorship Attribution intervention Agent
inferred_ARCO_full354,is old town administrative type of Urban area Old has urban
inferred_ARCO_full179,has cartographic theme Cartographic classification is of
inferred_ARCO_full46,is sample collected from Cultural Entity position on cultural property identifier has Sample
inferred_ARCO_full137,Bibliography has bibliography taxon Classification in time Taxon is classification of Specimen current original
inferred_ARCO_full260,has authority file cataloguing agency attributed author authorship attribution preferred autorship Cultural Property Entity Authorship Attribution Agent is of dubious authotship
inferred_ARCO_full303,is clerical administrative area of Clerical Administrative Area has Address
inferred_ARCO_full160,Circumstance Occasion has use function Cultural Property Use conditions Entity is of kept in circumstance
